Product Name,Price,Discount,Category,Brand,Rating,Number of Reviews
"Lenovo M9 Tab | 9 Inch (22.86 cm) HD Display| 4 GB RAM, 64 GB ROM Expandable| Wi-Fi Tablet| Dual Speaker with Dolby Atmos| Octa-Core Processor | Free-TPU Back Cover/Stand | Color: Arctic Grey","9,299",(48% off),Tablets,Lenovo,"3.9 out of 5 stars, rating details",72
"Fintie Folio Case for All-New Amazon Fire HD 10 and Fire HD 10 Plus Tablet (Only Compatible with 11th Generation 2021 Release) - Slim Fit Standing Cover with Auto Sleep/Wake, Blue","9,321",No discounts,Tablets,Fintie,"4.5 out of 5 stars, rating details","13,614"
"Fintie Shockproof Case for All-New Fire HD 10 Tablet (13th Generation 10.1"", 2023 Release), [Tuatara] Rugged Unibody Hybrid Bumper Kickstand Cover with Built-in Screen Protector, Blue","9,321",No discounts,Tablets,Fintie,"4.4 out of 5 stars, rating details",470
"Whirlpool 6.5 Kg 5 Star Magic Clean Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN 6.5 GREY, 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","9,390",(31% off),Home Appliances,Whirlpool,"4.2 out of 5 stars, rating details",329
New World GT100V2SL Gaming Racing Wheel Steering Wheel With shift lever and Padel for Xbox Series X & S/Xbox One/PS4/PS4 SLIM/PS4 Pro/ PS3/SWITCH/PC,"9,390",(6% off),Gaming Consoles,New,"2.9 out of 5 stars, rating details",3
"typecase Edge iPad Air 13 Inch Case Keyboard (M3/M2, 2025/2024) & iPad Pro 12.9 inch (3/4/5/6th Gen) Magic Keyboard, Precision Multi-Touch Trackpad, Floating Cantilever, 11-Colors Backlit (P.Blue25)","9,390",(57% off),Tablets,typecase,"4.0 out of 5 stars, rating details","1,409"
"Sony WH-CH720N, Wireless Over-Ear Active Noise Cancellation Headphones with Mic, up to 50 Hours Playtime, Multi-Point Connection, App Support, AUX & Voice Assistant Support for Mobile Phones (White)","9,413",(37% off),Headphones,Sony,"4.2 out of 5 stars, rating details","10,558"
"realme 8i (Space Black, 4GB RAM, 64GB Storage), Medium","9,450",(41% off),Mobile Phones,realme,"4.1 out of 5 stars, rating details",842
Case Keyboard for Samsung Galaxy Tab S10 Ultra / S9 Ultra / S8 Ultra 14.6 inch - Mouse and Detachable Keyboard Slim Case with S Pen Holder Auto Sleep/Wake (Black),"9,465",(18% off),Tablets,Case,"4.1 out of 5 stars, rating details",24
"Wacom Intuos Bluetooth CTL-4100WL/K0-CX Digital Graphics Pen Tablet for Drawing (Black) Small (7.8-inch x 6.3-inch)|Battery Free Pen with 4096 Pressure | Compatible with Windows, Mac & Android","9,469",No discounts,Tablets,Wacom,"4.3 out of 5 stars, rating details","1,025"
"Lenovo Tab M9| WiFi+4G Tablet| 9 Inch (22.86 cm) HD Display| 4GB RAM, 64GB Storage (Expandable Upto 128 GB)| Dual Speaker with Dolby Atmos| Arctic Grey (ZAC60016IN)","9,475",(53% off),Tablets,Lenovo,"3.9 out of 5 stars, rating details",73
"DOMO Slate SLP9 OS12 T310 10.1-Inch 1920 x1200 IPS LCD, 4G Tablet PC, 4GB RAM, 64GB Storage, Android 12 | 1TB Expandable, Dual SIM, GPS, Bluetooth (Grey)","9,490",(68% off),Tablets,DOMO,No rating,No reviews
"DOMO Slate SLP9 OS12 T310 10.1-Inch 1920 x1200 IPS LCD, 4G Tablet PC, 4GB RAM, 64GB Storage, Android 12, 1TB Expandable, Dual SIM, GPS, Bluetooth [Grey]","9,490",(68% off),Tablets,DOMO,No rating,No reviews
Sony WH-XB700 Wireless Bluetooth On Ear Headphone with Mic (Blue),"9,490",(5% off),Headphones,Sony,"3.9 out of 5 stars, rating details",554
"Sennheiser HD 599 Wired Over Ear Headphones without Mic (Silver, Ivory)","9,490",(55% off),Headphones,Sennheiser,"4.5 out of 5 stars, rating details","14,279"
"typecase Edge iPad Air 13 Inch Case Keyboard (M3/M2, 2025/2024) & iPad Pro 12.9 inch (3/4/5/6th Gen) Magic Keyboard, Precision Multi-Touch Trackpad, Floating Cantilever,11-Color Backlit (MN Amethyst)","9,490",(57% off),Tablets,typecase,"4.0 out of 5 stars, rating details","1,409"
VW 9.5 kg 5 Star Wash Mate with Toughened Glass Semi Automatic Top Load Washing Machine WashMate0095G (Black),"9,499",(59% off),Home Appliances,VW,"3.8 out of 5 stars, rating details",7
"Redmi Pad SE 4G | MediaTek Helio G55| 8.7-inc Display | 6650mAh Battery | 90Hz Smooth Refresh Rate| 4GB, 64GB | 1340 x 800 Display | 1 Billion Colours | Dolby Atmos | Dual Speakers | Urban Grey","9,499",(41% off),Tablets,Redmi,"4.2 out of 5 stars, rating details",31
"XP-Pen Deco LW 10x6 inch Graphic Tablet with Bluetooth Connectivity, Battery-Free X3 Chip Stylus and 8 Shortcut Keys Compatible with Chrome, Windows, Linux, Mac, and Android(Black)","9,499",(21% off),Tablets,XP-Pen,"4.7 out of 5 stars, rating details",3
"PHILIPS Award Winning Wireless On Ear Headphones TAH8506BK, Sleek Design with Noise Cancellation Pro, Upto 60 Hrs of Play time, Touch Control (Black), Sensitivity: 96 dB (1K Hz)","9,499",(37% off),Headphones,PHILIPS,"4.2 out of 5 stars, rating details",347
Kodak 80 cm (32 inches) HD Ready Certified Android LED TV 32HDX7XPRO (Black),"9,499",(27% off),Televisions,Kodak,"4.1 out of 5 stars, rating details","7,007"
"POCO M7 5G, Satin Black (6GB, 128GB)","9,499",(27% off),Mobile Phones,POCO,"3.9 out of 5 stars, rating details",29
"Samsung Galaxy A14 Light Green, 4GB RAM, 64GB Storage","9,499",(42% off),Mobile Phones,Samsung,"3.5 out of 5 stars, rating details",117
"POCO M7 5G, Ocean Blue (6GB, 128GB)","9,499",(27% off),Mobile Phones,POCO,"3.7 out of 5 stars, rating details",19
UJEAVETTE 6L Portable Mini Fridge Personal Fridge Mini Refrigerator for Home Office,"9,519",(32% off),Home Appliances,UJEAVETTE,No rating,No reviews
"Godrej 7 Kg 5 Star â With Tri- Roto Pulsator Semi-Automatic Top Load Washing Machine (WSEDGE NEO 70 5.0 PB3 SLGR, Slate Grey, Spin Shower)","9,590",(31% off),Home Appliances,Godrej,"4.2 out of 5 stars, rating details",539
"(Refurbished) realme Pad Mini WiFi Tablet | 3GB RAM 32GB ROM (Expandable), 22.1cm (8.7 inch) Cinematic Display | 6400 mAh Battery | Dual Speakers | Blue Colour","9,599",(47% off),Tablets,realme,"4.1 out of 5 stars, rating details",26
"Sennheiser IE 100 PRO Wireless Monitoring Earphone - Black with built-in mic for your mobile phone, PC or tablet. Passive noise cancelling & 10hours battery life","9,609",(27% off),Headphones,Sennheiser,"3.8 out of 5 stars, rating details",239
"GenTant Car Vacuum Portable Cordless with 18000Pa Suction, 4 in 1 Air Duster & Mini Vacuum Cleaner High Power Foldable Rechargeable, Brushless Motor Airify Pro Handheld Vacuum for Car Home Office","9,695",(24% off),Home Appliances,GenTant,"4.6 out of 5 stars, rating details",28
"Tecno POP 9 5G (Midnight Shadow, 8GB+128GB) | D6300 5G Processor | 48MP Sony AI Camera | 4+ Year Lag Free Fluency |5000 mAh Battery |Dual Speaker | Without Charger","9,699",(35% off),Speakers,Tecno,"3.9 out of 5 stars, rating details",560
"LG 27 Inch (68.6cm) IPS FHD Monitor 1920 x 1080,AMD FreeSync, 100Hz, sRGB 99% Typ(CIE1931),Black Stabilizer, Virtual Borderless, Flicker Safe, Reader Mode,OnScreen Control, HDMI,VGA, 27MR400(Black)","9,699",(49% off),Televisions,LG,"4.2 out of 5 stars, rating details",613
"Samsung 27-Inch(68.5Cm) FHD, 1800R Curved 1,920 X 1,080 LCD Monitor, 75Hz, VA Panel, Slim Design, AMD Freesync, Flicker Free, HDMI, Audio Port (LS27C360EAWXXL, Black)","9,699",(44% off),Televisions,Samsung,"4.3 out of 5 stars, rating details","1,336"
(Refurbished) Mi Watch Revolve Active - Beige,"9,706",No discounts,Smart Watches,(Refurbished),"3.8 out of 5 stars, rating details",53
New World Anberni-c RG35XX H Retro Handheld Game Console 3.5 in IPS Screen Built-in 3300mAH Battery 64G TF Card Preinstalled 5528 Classic Games,"9,712",(19% off),Gaming Consoles,New,"3.4 out of 5 stars, rating details",14
"Samsung Galaxy A14 Silver, 4GB RAM, 64GB Storage","9,799",(41% off),Mobile Phones,Samsung,"3.5 out of 5 stars, rating details",117
"SENNHEISER Profile Streaming Set (with Boom Arm) USB Microphone for Podcasting, Recording, Streaming & Gaming. Built-in Headphone Output, All Metal housing and Cardioid Condenser Capsule","9,859",(42% off),Headphones,SENNHEISER,"4.4 out of 5 stars, rating details",350
"Godrej 7 Kg 5 Star, Active Soak Technology Semi-Automatic Top Load Washing Machine (WS EDGE CLS 70 5.0 PN2 GPGR, Graphite Grey, 460 W PowerMax Wash For Heavy Laundry Wash)","9,890",(34% off),Home Appliances,Godrej,"4.2 out of 5 stars, rating details",539
"Marshall Major IV Wireless On-Ear Headphones with 80+ Hours of Playtime, Multi-Dimensional Control Knob, Wireless Charging- Black","9,899",(34% off),Headphones,Marshall,"4.4 out of 5 stars, rating details","13,342"
"SONY ULT Field 1 with Massive Bass,12hrs Playtime,Hands Free Calling (with MIC),IP67(Waterproof,Dustproof,Rustproof),Sound Connect App,Wireless Bluetooth Speaker-Orange","9,900",(42% off),Speakers,SONY,"4.4 out of 5 stars, rating details","1,289"
"SONY ULT Field 1 with Massive Bass,12hrs Playtime,Hands Free Calling (with MIC),IP67(Waterproof,Dustproof,Rustproof),Sound Connect App,Wireless Bluetooth Speaker-White","9,900",(42% off),Speakers,SONY,"4.4 out of 5 stars, rating details","1,289"
"Echo Show 5 Wall Mount Stand, 360 Degree Swivel Adjustable Stand Wall Mounts Stand Holder Accessories Built-in Show 5 (Gen 1 and Gen 2), Smart Home Outlet Speaker Mounts Hanger Space Saving, Black","9,918",No discounts,Speakers,Echo,"4.4 out of 5 stars, rating details",796
"Redmi 12(Pastel Blue, 6GB RAM, 128GB Storage) Without Offer","9,940",(38% off),Mobile Phones,Redmi,"3.7 out of 5 stars, rating details",27
"typecase Edge Keyboard Case for iPad Pro 13-inch (M4) 2024,Magic Keyboard with 11 Colors Backlight,Keyboard Case with Pencil Holder,Multi-Touch Trackpad, Easy-Set Magnetic Stand-Black","9,944",(55% off),Tablets,typecase,"4.3 out of 5 stars, rating details",164
"Redmi Pad SE 4G | MediaTek Helio G55| 8.7-inc Display | 6650mAh Battery | 90Hz Smooth Refresh Rate| 4GB, 64GB | 1340 x 800 Display | 1 Billion Colours | Dolby Atmos | Dual Speakers | Ocean Blue","9,949",(50% off),Tablets,Redmi,"4.0 out of 5 stars, rating details",19
"SONY ULT Field 1 with Massive Bass,12hrs Playtime,Hands Free Calling (with MIC),IP67(Waterproof,Dustproof,Rustproof),Sound Connect App,Wireless Bluetooth Speaker-Gray","9,989",(41% off),Speakers,SONY,"4.4 out of 5 stars, rating details","1,289"
"Redmi Mi Note 6 Pro (Black, 6GB RAM, 64GB Storage)","9,989",(43% off),Mobile Phones,Redmi,"4.2 out of 5 stars, rating details","3,548"
"Whirlpool 7.0 Kg 5 Star MAGIC CLEAN Semi-Automatic Top Loading Washing Machine (MAGIC CLEAN RYL SRS 7.0 GREY DAZZLE (5YR), 4 Year Comprehensive Warranty, 1400 RPM Motor, 5 Year Motor Warranty)","9,990",(26% off),Home Appliances,Whirlpool,"4.2 out of 5 stars, rating details","11,742"
"CANDY 165L 1 Star Direct Cool Single Door Refrigerator with Stabilizer free Operation (Red Mono, CSD1761RM)","9,990",(26% off),Home Appliances,CANDY,"4.1 out of 5 stars, rating details","1,294"
"Samsung Soundbar (HW-C45E/XL) 2.1 Channel, 300W, Dolby Digital, 3 Speakers, Wireless Subwoofer, Bluetooth Enabled and DTS Virtual X Experience Sound (Black)","9,990",(62% off),Speakers,Samsung,"4.3 out of 5 stars, rating details",427
"Sony WH-CH720N Noise Cancellation Wireless Bluetooth Over Ear Headphones with Mic, Up to 35Hrs Battery- Pink","9,990",(33% off),Headphones,Sony,"4.2 out of 5 stars, rating details","10,550"
"Sennheiser IE 200 in-Ear Wired Audiophile Headphones - TrueResponse Transducers for Neutral Sound, Deep Bass, Detachable Braided Cable with Flexible Ear Hooks, Perfect for Mobile Gaming, 2Yr Warranty","9,990",(33% off),Headphones,Sennheiser,"4.1 out of 5 stars, rating details",849
"Sennheiser HD 569 Wired, Over Ear Audiophile Wired Headphones with E.A.R. Technology for Wide Sound Field, Detachable Cable (Black) With Mic. 2-Year Warranty","9,990",(29% off),Headphones,Sennheiser,"4.4 out of 5 stars, rating details","2,564"
POCO C65 (Matte Black 4GB RAM 128GB Storage),"9,990",(9% off),Mobile Phones,POCO,"4.1 out of 5 stars, rating details","4,504"
"Titan Celestor 1.43"" AMOLED Smart Watch with Built-in GPS, Advanced Health Intelligence, AI Voice Assistant, Aluminium Case, 100+ Sports Modes, Water Resistance â€“ Smartwatch for Men & Women (Black)","9,995",No discounts,Smart Watches,Titan,"3.6 out of 5 stars, rating details","1,161"
"Titan Celestor 1.43"" AMOLED Smart Watch with Built-in GPS, Advanced Health Intelligence, AI Voice Assistant, Aluminium Case, 100+ Sports Modes, Water Resistance â€“ Smartwatch for Men & Women (Beige)","9,995",No discounts,Smart Watches,Titan,"3.6 out of 5 stars, rating details","1,161"
Wobble 80 cm (32 inches) UD Series HD Ready Smart LED Google TV WB32GTAW9216HDFL (Black),"9,999",(33% off),Televisions,Wobble,"3.8 out of 5 stars, rating details",95
"Samsung Essential Series 1800R Curved Monitor 27 Inch (68.5 cm) FHD (1,920 x 1,080 Resolution), VA Panel, 100 Hz, 4ms(GTG), D-Sub, HDMI, Headphone Jack (LS27D362GAWXXL, Black)","9,999",(43% off),Televisions,Samsung,"4.4 out of 5 stars, rating details",99
JVC 80 cm (32 inches) AI Vision Series QLED Android TV LT-32NQ3165C (Titanium Grey),"9,999",(39% off),Televisions,JVC,"4.1 out of 5 stars, rating details",306
Kodak 80 cm (32 inches) 9XPRO Series HD Ready Certified Android LED TV 329X5051 (Black),"9,999",(44% off),Televisions,Kodak,"4.0 out of 5 stars, rating details","1,274"
NextTech Buy Now 2025 All New Handheld Game Console: Unlock The Power of 1000+ PSP Games and a Plethora of Games for Limitless Fun-(3th Edition) (Palm-sized game console),"9,999",No discounts,Gaming Consoles,NextTech,"3.4 out of 5 stars, rating details",14
"ZEBRONICS AXON 200 Portable Party Bluetooth Speaker, 180W RMS, 5 Drivers + 2 Passive Radiators, Z-Sync Mode, IPX6, Upto 10 Hours Playback, Rapid Charging, BT | USB | AUX, Fabric Finish, RGB, Deep Bass","9,999",(60% off),Speakers,ZEBRONICS,"4.0 out of 5 stars, rating details",726
Amazon Echo (4th Gen) | Premium sound powered by Dolby and Alexa (Black),"9,999",No discounts,Speakers,Amazon,"4.4 out of 5 stars, rating details","11,504"
"JBL Cinema SB510, Dolby Audio Soundbar with Built-in Subwoofer, 3.1 Channel, Center Channel for Superior Voice Clarity, HDMI eARC, Bluetooth & Optical Connectivity (200W)","9,999",(47% off),Speakers,JBL,"3.9 out of 5 stars, rating details",134
Amazon Echo (4th Gen) | Premium sound powered by Dolby and Alexa (Blue),"9,999",No discounts,Speakers,Amazon,"4.4 out of 5 stars, rating details","11,504"
Amazon Echo (4th Gen) | Premium sound powered by Dolby and Alexa (White),"9,999",No discounts,Speakers,Amazon,"4.4 out of 5 stars, rating details","11,504"
"Swipe Slate 3 10.1 Inches Hd Ips Display Tablet With 2.0 Ghz Octa Core Processor Wi-Fi, Cellular 4G (3Gb+32Gb, Glacier Blue)","9,999",(52% off),Tablets,Swipe,"3.3 out of 5 stars, rating details",28
"JBL Live 770NC True Adaptive Noise Cancellation Headphones, Wireless Over Ear, Spatial Sound, 65Hrs Playtime, Speed Charge, Multipoint Connect and Personi-Fi 2.0, BT 5.3, Google Fast Pair, Alexa, Blue","9,999",(33% off),Headphones,JBL,"4.3 out of 5 stars, rating details","1,066"
"SteelSeries Arctis Nova 1 Multi-System Wired Gaming On Ear Headset- Hi-Fi Drivers - 360Â° Spatial Audio - Comfort Design - Durable - Ultra Lightweight - Noise-Cancelling Mic - PC, PS5/PS4, Switch-Black","9,999",No discounts,Headphones,SteelSeries,"4.1 out of 5 stars, rating details","3,459"
"JBL Live 500BT, Wireless Over Ear Headphones with Mic, Signature Sound, Vibrant Colors with Fabric Headband, Dual Pairing, AUX, Ambient Aware & Talk Thru, Built-in Alexa & Google Assistant (White)","9,999",No discounts,Headphones,JBL,"4.0 out of 5 stars, rating details",637
"Samsung Galaxy Buds2 Pro, with Innovative AI Features, Bluetooth Truly Wireless in Ear Earbuds with Noise Cancellation (Graphite)","9,999",(50% off),Headphones,Samsung,"4.3 out of 5 stars, rating details","9,507"
"Lenovo Tab M10 HD 2nd Gen (10.1 inch(25cm), 4 GB, 64 GB, Wi-Fi+LTE), Platinum Grey with Metallic Body and Octa-core Processor","9,999",(67% off),Tablets,Lenovo,"4.0 out of 5 stars, rating details","1,812"
"JUQITECH Magic Keyboard Case for Samsung Galaxy Tab S10+ / S9+, Floating Cantilever Magnetic Stand, Backlit Trackpad, S Pen Holder, Battery LED Display","9,999",(50% off),Tablets,JUQITECH,"4.4 out of 5 stars, rating details","2,997"
"CHESONA Keyboard Case for Samsung Galaxy Tab S10+/S9+/S9 FE+/S8+/S7+/S7 FE 12.4"", Floating Cantilever Magnetic Stand, Touchpad & Backlit, Pen Holder & Battery Display, Black","9,999",(50% off),Tablets,CHESONA,"3.6 out of 5 stars, rating details",54
"Magic Keyboard Case for Samsung Galaxy Tab S9 FE 5G 10.9"" S9 S8 S7 11"", Floating Cantilever Magnetic Stand, Wireless Backlit Multi-Touch Trackpad, S Pen Holder, Battery Display (Magical, S7 11 inch)","9,999",(50% off),Tablets,Magic,"3.4 out of 5 stars, rating details",101
BAZEEGAR 80 cm (32 inches) Glow Series HD Ready Smart QLED Android TV BAZ32S (Black),"9,999",(47% off),Televisions,BAZEEGAR,"3.2 out of 5 stars, rating details",47
"TAGG Verve Connect Ultra 1.78"" AMOLED Display Bluetooth Calling Smartwatch | Always on Display | Password Protection| Functional Crown | 120+ Sports Mode | HR; SPO2; Games; Calculator & More | Black","9,999",No discounts,Smart Watches,TAGG,"3.8 out of 5 stars, rating details","1,099"
"OPPO A3X 4G (Ocean Blue, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","9,999",(29% off),Mobile Phones,OPPO,"3.9 out of 5 stars, rating details",96
"OPPO A3X 4G (Nebula Red, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","9,999",(29% off),Mobile Phones,OPPO,"3.9 out of 5 stars, rating details",96
"Redmi 12 (Jade Black,6GB RAM, 128GB Storage)","9,999",(38% off),Mobile Phones,Redmi,"4.0 out of 5 stars, rating details","1,573"
"Redmi 11 Prime (Playful Green, 4GB RAM, 64GB Storage) | Prime Design | High Performance Helio G99 | 50 MP AI Triple Cam | 5000 mAh | 22.5W","9,999",(33% off),Mobile Phones,Redmi,"4.1 out of 5 stars, rating details",487
"Oppo A77 (Sunset Orange, 4GB RAM, 128 Storage) with No Cost EMI/Additional Exchange Offers","9,999",(50% off),Mobile Phones,Oppo,"3.8 out of 5 stars, rating details",114
"Infinix HOT 50 5G (Sage Green, 128 GB) (4 GB RAM)","9,999",(23% off),Mobile Phones,Infinix,"4.0 out of 5 stars, rating details",7
(Refurbished) Microsoft New Surface Go Typecover-Charcoal,"10,058",(25% off),Tablets,Microsoft,No rating,No reviews
"Samsung 27-inch (68.59cm) FHD, IPS Display, 100 Hz, 1920 x 1080 Flat Monitor, Bezel Less Design, AMD FreeSync, Flicker Free, HDMI, Display Port (LS27C330GAWXXL, Black)","10,099",(44% off),Televisions,Samsung,"4.0 out of 5 stars, rating details",179
"Lenovo Tab M9, WiFi+4G Tablet| 9 Inch (22.86 cm) Display| 4GB RAM, 64GB Storage (Expandable)| Dual Speaker| Color: Arctic Grey | ZAC60073IN","10,100",(44% off),Tablets,Lenovo,"3.0 out of 5 stars, rating details",1
"Wishtel IRA T803 8"" Tablet | 3GB RAM, 32GB ROM | Android | Wi-Fi + 4G/LTE | Dual SIM | 2GHz Quad-Core Processor | 5500mAh Battery | Free Accessories (Charger, Flip-Cover, OTG, Earphones)","10,146",(32% off),Tablets,Wishtel,No rating,No reviews
"itel A95 5G+ AI Smartphone | 6GB RAM + 128GB ROM | D6300 5G Processor | IP54 Dust & Water Resistant| 6.7"" HD+ Punch Hole 120Hz Display Refresh Rate |5 Yr Fluency Experience | 50MP | Shadow Black","10,199",(27% off),Mobile Phones,itel,"4.7 out of 5 stars, rating details",4
"itel A95 5G+ AI Smartphone | 6GB RAM + 128GB ROM | D6300 5G Processor | IP54 Dust & Water Resistant| 6.7"" HD+ Punch Hole 120Hz Display Refresh Rate |5 Yr Fluency Experience | 50MP | Calx Titanium","10,199",(27% off),Mobile Phones,itel,"4.7 out of 5 stars, rating details",4
